JJ_d: L19_L9,JJ_d: L19_L10,JJ_d: L19_L15,JJ_d: L19_L16,JJ_d: L9_L10,JJ_d: L9_L15,JJ_d: L9_L16,JJ_d: L10_L15,JJ_d: L10_L16,JJ_d: L15_L16,JJ_o: L19_L9 X,JJ_o: L19_L9 Y,JJ_o: L19_L9 Z,JJ_o: L19_L10 X,JJ_o: L19_L10 Y,JJ_o: L19_L10 Z,JJ_o: L19_L15 X,JJ_o: L19_L15 Y,JJ_o: L19_L15 Z,JJ_o: L19_L16 X,JJ_o: L19_L16 Y,JJ_o: L19_L16 Z,JJ_o: L9_L10 X,JJ_o: L9_L10 Y,JJ_o: L9_L10 Z,JJ_o: L9_L15 X,JJ_o: L9_L15 Y,JJ_o: L9_L15 Z,JJ_o: L9_L16 X,JJ_o: L9_L16 Y,JJ_o: L9_L16 Z,JJ_o: L10_L15 X,JJ_o: L10_L15 Y,JJ_o: L10_L15 Z,JJ_o: L10_L16 X,JJ_o: L10_L16 Y,JJ_o: L10_L16 Z,JJ_o: L15_L16 X,JJ_o: L15_L16 Y,JJ_o: L15_L16 Z,JL_d: p0_p7_p9,JL_d: p1_p8_p10,JL_d: p19_p2_p3,JL_d: p4_p13_p15,JL_d: p5_p14_p16,label
136.12126946219684,135.14806694880988,136.2827942184926,136.12494260788506,136.47710430691296,137.4954544703206,43.02324952859791,43.02324952859791,43.0,43.01162633521314,0.1275931670584921,0.9633284112916155,-0.23604735905821042,0.1747778758805791,0.9758431403332333,0.13108340691043432,0.9936414126574186,-0.022080920281275968,-0.11040460140637984,0.03654835519541747,0.995942679075126,0.0822337991896893,0.06931669932133817,-0.2945959721156873,0.9531046156684,0.15890080148113828,-0.9661168730053207,0.203393025895857,-0.24878816542844917,-0.653068934249679,0.7152659756067913,0.15157418316912116,-0.9744054632300647,-0.16600981966141842,-0.6013847793242637,-0.7517309741553296,-0.27062315069591864,-0.3467982315109505,0.9304342796635258,0.11841890832081237,89.86036889984334,74.35777049365376,8.23713561726885,17.188984163473425,91.90278130786481,19
44.11349000022555,44.14748010928823,44.05678154382138,45.14421336118285,44.11349000022555,44.328320518603,45.28796749689701,44.05678154382138,45.02221673796171,44.04543109109048,0.1337986791678034,0.9684475825479105,-0.2102550672636911,0.18145981512889256,0.9726246090908642,0.14516785210311406,0.9987111735848225,-0.022697981217836876,-0.04539596243567375,0.04550157551932901,0.9919343463213725,0.11830409635025542,0.07128097984933986,-0.3207644093220293,0.944472983003753,0.1457595045476987,-0.9696175737303436,0.19645846265124609,-0.24627045148779209,-0.6618518383734412,0.7080275480274022,0.13758727029811296,-0.9775937626444868,-0.15931157613465713,-0.6102781976973534,-0.7628477471216917,-0.21359736919407368,-0.3314381097114776,0.9348254376477573,0.127476196042876,88.01507660763211,70.88718534951316,4.22159072399447,15.671446528198597,71.24605252222752,19
44.05678154382138,45.0111097397076,45.09988913511872,43.15089802078283,43.23193264243457,43.116122274620196,43.116122274620196,43.18564576337837,43.18564576337837,43.05810028322197,0.14075694621951176,0.9725025375166267,-0.18554324728935642,0.19454691504779237,0.9655291339408955,0.17293059115359322,0.9995065383365946,-0.02221125640747988,0.02221125640747988,0.05423039920582401,0.9851855855724696,0.16269119761747203,0.08897416920979807,-0.3203070091552731,0.9431261936238596,0.14593838121620303,-0.9708074924382202,0.19035441028200395,-0.24360147425013295,-0.6546789620472323,0.7155793306097655,0.1303185031181426,-0.9773887733860697,-0.16651808731762668,-0.6325989947852169,-0.7530940414109725,-0.18074256993863339,-0.3306747562069463,0.9326723893016434,0.14414027834661763,87.81210347805921,70.93028539641485,6.226302329458549,15.908534131852402,56.659014308748986,19
42.04759208325728,42.01190307520001,42.118879377305376,43.393547907494266,45.45327270945405,48.02082881417188,47.10626285325551,47.843494855622744,52.38320341483518,48.2078831727758,0.14075694621951176,0.9725025375166267,-0.18554324728935642,0.19404384502119615,0.9630324160311216,0.186857035946337,0.9989685402102997,-0.045407660918649985,0.0,0.06304004314513491,0.9816235289742435,0.18011440898609973,0.08607904997900181,-0.30988457992440654,0.94686954976902,0.1390262622147339,-0.9731838355031373,0.18326189110124014,-0.22423052782558076,-0.6427941797666648,0.7324863908968972,0.12186145102946556,-0.9748916082357245,-0.1863763368685944,-0.6140055598455167,-0.7675069498068959,-0.18420166795365503,-0.31170676471357567,0.935120294140727,0.16849014308841928,84.40457446692372,69.3402623349258,10.585279189072152,16.439957909582397,65.14548661441948,19
45.221676218380054,42.37924020083418,43.393547907494266,42.61455150532503,43.520110293977886,43.3358973600409,43.30127018922193,42.30839160261236,43.15089802078283,44.22668877499196,0.14123472289141334,0.9758035399770375,-0.16691376341712486,0.20094543739341159,0.9616674503827555,0.18659219186531076,0.9987111735848225,-0.022697981217836876,0.04539596243567375,0.06276575594215521,0.9863190219481531,0.15243112157380548,0.10839440602948863,-0.3251832180884659,0.9394181855889014,0.14004786751365036,-0.9739692604358411,0.17824274047191863,-0.24212452061073797,-0.6779486577100663,0.6940902924174488,0.11590247649792158,-0.9779271454512134,-0.17385371474688238,-0.6337502222976297,-0.7242859683401482,-0.2716072381275556,-0.3136607082262874,0.9409821246788621,0.1271597465782246,80.47514580979407,66.19288754842442,6.910806477681667,13.334463674484965,85.34988230594436,19
43.61192497471305,43.3358973600409,43.30127018922193,44.19275958796871,42.01190307520001,44.0,44.05678154382138,43.30127018922193,42.473521163190604,109.16959283610066,0.15344315078626933,0.9718066216463724,-0.17901700925064756,0.2095351656487167,0.9609716217682523,0.18063376349027302,0.9997531778316099,-0.022216737285146886,0.0,0.0815256187959488,0.9873658276398244,0.13587603132658135,0.0884574820723792,-0.336138431875041,0.9376493099672196,0.1337986791678034,-0.9748189482225678,0.17839823889040457,-0.23948708893382,-0.6865296549436174,0.6865296549436174,0.11657733253012645,-0.976335159939809,-0.18215208207832256,-0.6097107608496923,-0.7316529130196308,-0.30485538042484617,-0.30845939631941877,0.9425148220871129,0.12852474846642448,78.64826930422733,61.45028453964577,8.624151184229225,12.65255059146208,88.14105558145049,19
109.02293336725076,109.00458705944443,109.07336980216573,108.07867504739313,108.2450922675019,108.31435731240803,108.41586599755591,108.50345616615168,108.33743581975715,109.4440496326776,0.15457834941550805,0.9725554484059048,-0.17390064309244654,0.21642745948014372,0.9594950703619705,0.1803562162334531,0.997785157856609,-0.06651901052377393,0.0,0.09108616591360778,0.9837305918669641,0.15484648205313323,0.10839440602948863,-0.3251832180884659,0.9394181855889014,0.13311952103042562,-0.9762098208897879,0.17115366989626152,-0.221887045225685,-0.6815102103360325,0.69735928499501,0.10784392043799587,-0.9777848786378293,-0.17973986739665979,-0.6060606060606061,-0.7575757575757576,-0.24242424242424243,-0.297562680741392,0.943698787494129,0.14453044493153328,78.04147829637044,62.14684970161441,11.148375699158095,11.641208448338961,94.79211704854714,19
109.88630487917955,110.63905277974861,111.04053313993049,111.52578177264664,110.39474625180313,109.78615577567146,109.4120651482276,109.81347822558031,110.64357188738983,111.48990985734987,0.14796581685209895,0.9778610505008277,-0.14796581685209895,0.21553748723469918,0.9555495267404996,0.20116832141905255,0.9965030155175414,-0.06952346619889824,0.046348977465932154,0.0822578386378789,0.9779543038058937,0.19193495682171743,0.12756826891827652,-0.34625672992103623,0.9294259592617289,0.1263648047213127,-0.9793272365901734,0.15795600590164088,-0.21713909499870887,-0.6979470910672785,0.6824371557102279,0.09347681143135746,-0.9779112580511241,-0.1869536228627149,-0.6149927832902938,-0.7614196364546495,-0.20499759443009796,-0.29136554814646776,0.9426532440032781,0.1628219239642026,77.50486532713668,60.23125465064635,12.019952222198032,11.805862623415413,92.76027212716863,19
113.5825690852254,114.83466375620212,114.83466375620212,113.02212172844747,113.11498574459532,112.38327277669039,111.53923076657827,112.14722466472365,111.59749101122301,113.60457737256893,0.1482360069817334,0.9796466548358033,-0.1353459194181044,0.21522110379869672,0.9541468935075554,0.20804706700540682,0.9946351544273337,-0.0462621002059225,0.092524200411845,0.08195715266856478,0.9743794817262702,0.20944605681966555,0.12976319960801133,-0.35221439893603074,0.926879997200081,0.12715146578312916,-0.9790662865300946,0.15893933222891146,-0.21713909499870887,-0.6979470910672785,0.6824371557102279,0.09426479189556486,-0.9789036081462504,-0.18127844595300935,-0.6184500672564485,-0.7657000832698885,-0.17670001921612813,-0.29373718620119693,0.9416868616450137,0.16414725111243358,76.88891601138234,59.56779991205418,10.106316381742106,11.376744699098495,90.39338696375783,19
116.43882514007088,118.59595271340417,115.90081966923272,113.26958991715296,113.35342959081565,112.08032833642129,113.3225485064645,111.79892664958818,110.90536506409417,109.1833320612629,0.1294640760732688,0.9839269781568428,-0.12299087226960535,0.2134380015891569,0.9533564070982342,0.2134380015891569,0.9973067551418335,-0.023193180352135665,0.069579541056407,0.0632662149331587,0.9761073161115913,0.20787470620895002,0.18814417367671946,-0.338659512618095,0.9219064510159254,0.14717607700122598,-0.9790408600516338,0.14077711713160748,-0.20899889379280623,-0.7073808712987287,0.6752271953306047,0.09400811397353953,-0.9762381066482951,-0.19524762132965903,-0.6494998689336408,-0.7342172431423766,-0.19767387315371676,-0.3089588157455831,0.9354586365630155,0.17164378652532394,77.22011006088967,57.982756057296896,8.402134296785299,12.288606214249917,89.64632926676634,19
109.55363982999378,110.4581368664165,110.04090148667449,109.00458705944443,109.00917392586736,108.06016842481785,107.09341716464182,106.04715932074748,107.00934538627924,108.06016842481785,0.1187763088646259,0.9832038900460699,-0.13857236034206355,0.22949831905423462,0.9538523885691627,0.19363920670201046,0.9973067551418335,-0.023193180352135665,0.069579541056407,0.08072479394337481,0.9597281057712338,0.269082646477916,0.26667876121581074,-0.3047757271037837,0.9143271813113512,0.16238902472275382,-0.974334148336523,0.15589346373384366,-0.13497638119975428,-0.6298897789321866,0.7648661601319409,0.08054124526554102,-0.9811388059620451,-0.17572635330663494,-0.6601133146198352,-0.7462150513093789,0.08610173668954373,-0.29209578876080056,0.9278336819460724,0.2319584204865181,70.75371996502297,53.62758289405578,10.18173237580845,13.287354433648616,95.87914205836157,19
108.02314566795395,109.04127658827184,55.380501984001555,55.794264938253285,56.65686189686118,57.245087125446844,57.253820833198546,56.95612346359257,57.94825277780168,57.645468165329355,0.10563645297859521,0.9837394683631678,-0.1452501228455684,0.22669963103226062,0.9563890684173495,0.18419345021371175,0.9957012159921018,0.0,0.09262336892949784,0.07923751040749,0.9508501248898801,0.2993417059838511,0.3047757271037837,-0.26667876121581074,0.9143271813113512,0.17573269234220826,-0.9697841169995938,0.16922407410731166,-0.10034875477695603,-0.5877569922650281,0.8027900382156482,0.08016181192652522,-0.9838040554619004,-0.16032362385305043,-0.6325751227565058,-0.7425881875837242,0.22002612965443683,-0.290269805124067,0.9220334986293894,0.2561204162859415,64.99379424787278,50.41081618861659,10.67297762397486,14.583593041273177,95.42225640564077,19
58.60034129593445,57.706152185014034,57.706152185014034,56.1159513863928,56.19608527290847,58.08614292583042,55.35341001239219,56.52433104425032,55.35341001239219,54.872579673275794,0.08704077888681325,0.9842303458739652,-0.1539952241843619,0.2137357252679687,0.961810763705859,0.17098858021437494,0.9957012159921018,0.0,0.09262336892949784,0.07837354772168188,0.9491907446292583,0.3047860189176518,0.3307367958974092,-0.2334612676922888,0.9143899651281312,0.19679854401103794,-0.9643128656540859,0.17711868960993415,-0.05759122837209068,-0.5471166695348615,0.8350728113953149,0.09482737770952475,-0.9847458454450647,-0.14588827339926885,-0.5968414439433648,-0.7389465496441658,0.3126312325417625,-0.28737297398184103,0.921283946000608,0.26201653510109035,54.046217728844425,46.69179017487315,8.475191426929975,16.218088664417916,94.22496321501116,19
53.94441583704471,53.150729063673246,52.49761899362675,52.49761899362675,51.40038910358559,50.97057974949863,50.24937810560445,49.56813492557492,47.80167361086848,47.391982444291145,0.06675870878263203,0.9813530191046909,-0.1802485137131065,0.20662693390800965,0.9690090693617004,0.13537626704317873,0.9986506538179853,0.023224433809720592,0.046448867619441184,0.07837354772168188,0.9491907446292583,0.3047860189176518,0.37276405513490146,-0.21581076876231137,0.902481396642393,0.2164411452027088,-0.9575880969574389,0.19020585487510772,-0.013750333019910538,-0.5225126547566005,0.8525206472344534,0.10235077651766028,-0.9869539164202956,-0.12428308577144463,-0.5374092149004591,-0.7255024401156197,0.42992737192036723,-0.28829091960125636,0.9157476269686967,0.2798117749071018,30.93501565861004,42.648720957548164,5.7670643757650915,18.07958736022288,85.34334321220864,19
50.40833264451424,51.62363799656123,54.092513345194085,53.76802023508026,63.12685640834652,60.687725282795036,58.52349955359813,55.04543577809154,54.04627646748664,52.51666402200353,0.047347039547393686,0.9807601049102977,-0.18938815818957475,0.19463788386613837,0.9731894193306919,0.12254977873053158,0.9988681377244375,0.0,0.047565149415449405,0.08847825405389657,0.9467173183766934,0.30967388918863803,0.39801487608399566,-0.19900743804199783,0.8955334711889903,0.23003427296527118,-0.9529991308561235,0.19717223397023245,0.040741920603109764,-0.5160643276393904,0.855580332665305,0.10976425998969036,-0.9878783399072132,-0.10976425998969036,-0.45483169226560183,-0.7491345519668736,0.48158649769299017,-0.2747818912249683,0.9188019487834879,0.2833688253257486,21.395040574722714,40.385206222642026,6.377263520215555,19.17489592669506,72.89175067916246,19
54.00925846556311,50.91168824543142,51.59457335805772,54.772255750516614,55.937465083787984,55.58776843874919,55.154328932550705,55.72252686302013,53.88877434122992,52.364109846344185,0.047347039547393686,0.9807601049102977,-0.18938815818957475,0.1961834249446377,0.9736510719474611,0.11625684441163715,0.9997166737441362,0.0,0.023802777946288958,0.09724617766241096,0.9459400918070885,0.30941965619858036,0.40348502177920165,-0.2219167619785609,0.8876670479142436,0.23032796669155653,-0.954215862007877,0.1908431724015754,0.05428752851659943,-0.5157315209076946,0.8550285741364411,0.11056344193735504,-0.9877000813070383,-0.11056344193735504,-0.43611141344057397,-0.7359380101809686,0.5178823034606815,-0.26615570980261477,0.9186664822219284,0.29191271397706137,17.415524021617614,37.291035909763906,14.233778404825095,20.5069897030875,66.4006269322622,19
53.34791467339656,52.40229002629561,53.71219600798314,54.62600113499065,54.230987451824994,158.10755832660246,158.2940302096071,159.59323293924464,158.48659249286672,158.62219264655246,0.04778518812662105,0.9761831288724016,-0.21162011884646467,0.1997316794827246,0.9764659885822091,0.08137216571518409,0.997177527534851,-0.02374232208416312,-0.07122696625248935,0.11567557767988719,0.9432008641590801,0.3114342475996963,0.418395392655304,-0.2301174659604172,0.8786303245761384,0.23207324440185167,-0.9548156341104755,0.18565859552148134,0.07905007981591776,-0.48747549219815955,0.8695508779750954,0.11146333521221986,-0.9883082388816828,-0.10403244619807188,-0.36791183185934573,-0.6832648305959278,0.6307059974731641,-0.24745684777374996,0.9130304383376292,0.32425380053112063,18.586608245697377,34.72640888816784,15.04687350474751,20.37914818922462,67.0046536295638,19
159.16657940660784,158.7765725792064,158.7765725792064,157.8131806916013,158.34771864475977,157.33086156250465,157.79416972752827,157.60076141948045,158.24348327814323,157.08914666519772,0.05553279648611576,0.9718239385070259,-0.22907278550522753,0.22283440581246225,0.9730435720477518,0.059422508216656594,0.9909307275742185,-0.06913470192378268,-0.11522450320630448,0.14344728657384875,0.9324073627300168,0.3317218502020252,0.4642135413065027,-0.18990553962538748,0.8651252360712096,0.23355141647504754,-0.9542243587409085,0.18684113318003803,0.10111202783311174,-0.4550041252490028,0.8847302435397277,0.09611452299500044,-0.9907189293330815,-0.09611452299500044,-0.3331445293910642,-0.6424930209684809,0.6900850965957759,-0.2286658052593511,0.9061941171389098,0.35570236373676833,20.346226975401102,34.945867934852316,13.420052779101995,21.570134063910768,77.77542799930123,19
156.95222202950808,157.7529714458653,158.27191791344413,157.29272074701996,156.27539793582355,153.95129099815955,153.64244205296922,152.44015219095002,152.4663897388536,152.1512405470294,0.056180828105013486,0.962096681298356,-0.26685893349881407,0.20714048466026375,0.9765194276841005,0.05918299561721821,0.968027105138421,-0.06600184807761962,-0.24200677628460526,0.14266960281749053,0.9362692684897815,0.3210066063393537,0.39675980042907705,-0.09918995010726926,0.9125475409868773,0.24480734433049653,-0.9520285612852644,0.18360550824787242,0.09874285972226249,-0.39497143888904995,0.913371452430928,0.11656186375459424,-0.9834907254293889,-0.13841721320858066,-0.29479491761565657,-0.6632885646352272,0.6878548077698653,-0.23127862005710234,0.892074677363109,0.38821768366727893,16.54115340892407,39.7626412088523,12.59246790481833,22.496491977301705,94.41536078052894,19
151.95723082499234,150.81445554057476,149.85993460561767,147.05441169852742,141.44256784999345,139.40588222883568,140.017856004154,144.55794685869054,149.84658821608184,151.36049682793725,0.08043566539650708,0.9506033183223564,-0.2998056619324355,0.22455064659171092,0.973052801897414,0.05239515087139922,0.937093363676381,-0.10412148485293121,-0.3331887515293799,0.16129394878769987,0.9229598180629492,0.3494702223733497,0.3680484510073783,0.0,0.9298066130712715,0.24038025126960796,-0.9544509976881493,0.1767501847570647,0.08262211594306265,-0.3186853043518131,0.9442527536350017,0.10888162557667182,-0.9799346301900465,-0.16695182588423013,-0.2755164795831216,-0.6199120790620236,0.7347106122216576,-0.21744515905873868,0.8697806362349547,0.4429438425270603,15.090247925426448,45.105833641762416,9.561735659226866,27.30876766613274,109.74527221571674,19
151.7563837207516,154.51213544573125,153.99350635659934,154.96451206647282,155.90381650235506,157.23231220076872,156.06408939919524,155.24818839522734,156.23379916010492,157.99367075930604,0.10360143178168091,0.9472130905753683,-0.30340419307492267,0.2400862965220062,0.9678478828543374,0.07502696766312693,0.9552869889123471,-0.10614299876803857,-0.27597179679690026,0.16724678212295133,0.906653608350736,0.38730833754788724,0.33276323999094104,0.01848684666616339,0.9428291799743329,0.22237225219172096,-0.9540486948870609,0.2008523568183286,0.05634361698190111,-0.2817180849095055,0.9578414886923188,0.09518255667453068,-0.981112507260547,-0.1683999079626312,-0.29061619210643236,-0.5812323842128647,0.7600731178168231,-0.2082400308530424,0.8649970512357146,0.456526221485516,36.297146003824096,47.999366423964055,9.037028066483396,28.428645672332355,108.72972519470841,19
